Genus,Source,Cluster,total_source,number
Kluyvera intermedia,Fish/Seafood,vanA_cluster,1,0
Kluyvera intermedia,Fish/Seafood,vanB_YXcluster,1,0
Kluyvera intermedia,Fish/Seafood,vanB_cluster,1,0
Kluyvera intermedia,Fish/Seafood,vanRSPt_cluster,1,0
Kluyvera intermedia,Fish/Seafood,vanGZ_cluster,1,0
Kluyvera intermedia,Fish/Seafood,vanG_cluster,1,0
Kluyvera intermedia,Multi-product,vanA_YXcluster,0,0
Kluyvera intermedia,Multi-product,vanA_cluster,0,0
Kluyvera intermedia,Multi-product,vanB_YXcluster,0,0
Kluyvera intermedia,Multi-product,vanB_cluster,0,0
Kluyvera intermedia,Multi-product,vanRSPt_cluster,0,0
Kluyvera intermedia,Multi-product,vanGZ_cluster,0,0
Kluyvera intermedia,Multi-product,vanG_cluster,0,0
Kluyvera intermedia,Meat/Poultry,vanA_YXcluster,0,0
Kluyvera intermedia,Meat/Poultry,vanA_cluster,0,0
Kluyvera intermedia,Meat/Poultry,vanB_YXcluster,0,0
Kluyvera intermedia,Meat/Poultry,vanB_cluster,0,0
Kluyvera intermedia,Meat/Poultry,vanRSPt_cluster,0,0
Kluyvera intermedia,Meat/Poultry,vanGZ_cluster,0,0
Kluyvera intermedia,Meat/Poultry,vanG_cluster,0,0
Kluyvera intermedia,Dairy,vanA_YXcluster,0,0
Kluyvera intermedia,Dairy,vanA_cluster,0,0
Kluyvera intermedia,Dairy,vanB_YXcluster,0,0
Kluyvera intermedia,Dairy,vanB_cluster,0,0
Kluyvera intermedia,Dairy,vanRSPt_cluster,0,0
Kluyvera intermedia,Dairy,vanGZ_cluster,0,0
Kluyvera intermedia,Dairy,vanG_cluster,0,0
Kluyvera intermedia,Fruit/Vegetables,vanA_YXcluster,0,0
Kluyvera intermedia,Fruit/Vegetables,vanA_cluster,0,0
Kluyvera intermedia,Fruit/Vegetables,vanB_YXcluster,0,0
Kluyvera intermedia,Fruit/Vegetables,vanB_cluster,0,0
Kluyvera intermedia,Fruit/Vegetables,vanRSPt_cluster,0,0
Kluyvera intermedia,Fruit/Vegetables,vanGZ_cluster,0,0
Kluyvera intermedia,Fruit/Vegetables,vanG_cluster,0,0
Kluyvera intermedia,Clinical,vanA_YXcluster,12,0
Kluyvera intermedia,Clinical,vanA_cluster,12,0
Kluyvera intermedia,Clinical,vanB_YXcluster,12,0
Kluyvera intermedia,Clinical,vanB_cluster,12,0
Kluyvera intermedia,Clinical,vanRSPt_cluster,12,0
Kluyvera intermedia,Clinical,vanGZ_cluster,12,0
Kluyvera intermedia,Clinical,vanG_cluster,12,0
Kosakonia,Animal feed,vanA_YXcluster,0,0
Kosakonia,Animal feed,vanA_cluster,0,0
Kosakonia,Animal feed,vanB_YXcluster,0,0
Kosakonia,Animal feed,vanB_cluster,0,0
Kosakonia,Animal feed,vanRSPt_cluster,0,0
Kosakonia,Animal feed,vanGZ_cluster,0,0
Kosakonia,Animal feed,vanG_cluster,0,0
Kosakonia,Raw pet food,vanA_YXcluster,0,0
Kosakonia,Raw pet food,vanA_cluster,0,0
Kosakonia,Raw pet food,vanB_YXcluster,0,0
Kosakonia,Raw pet food,vanB_cluster,0,0
Kosakonia,Raw pet food,vanRSPt_cluster,0,0
Kosakonia,Raw pet food,vanGZ_cluster,0,0
Kosakonia,Raw pet food,vanG_cluster,0,0
Kosakonia,Pet food,vanA_YXcluster,0,0
Kosakonia,Pet food,vanA_cluster,0,0
Kosakonia,Pet food,vanB_YXcluster,0,0
Kosakonia,Pet food,vanB_cluster,0,0
Kosakonia,Pet food,vanRSPt_cluster,0,0
Kosakonia,Pet food,vanGZ_cluster,0,0
Kosakonia,Pet food,vanG_cluster,0,0
Kosakonia,Egg,vanA_YXcluster,0,0
Kosakonia,Egg,vanA_cluster,0,0
Kosakonia,Egg,vanB_YXcluster,0,0
Kosakonia,Egg,vanB_cluster,0,0
Kosakonia,Egg,vanRSPt_cluster,0,0
Kosakonia,Egg,vanGZ_cluster,0,0
Kosakonia,Egg,vanG_cluster,0,0
Kosakonia,Fish/Seafood,vanA_YXcluster,0,0
Kosakonia,Fish/Seafood,vanA_cluster,0,0
Kosakonia,Fish/Seafood,vanB_YXcluster,0,0
Kosakonia,Fish/Seafood,vanB_cluster,0,0
Kosakonia,Fish/Seafood,vanRSPt_cluster,0,0
Kosakonia,Fish/Seafood,vanGZ_cluster,0,0
Kosakonia,Fish/Seafood,vanG_cluster,0,0
Kosakonia,Multi-product,vanA_YXcluster,0,0
Kosakonia,Multi-product,vanA_cluster,0,0
Kosakonia,Multi-product,vanB_YXcluster,0,0
Kosakonia,Multi-product,vanB_cluster,0,0
Kosakonia,Multi-product,vanRSPt_cluster,0,0
Kosakonia,Multi-product,vanGZ_cluster,0,0
Kosakonia,Multi-product,vanG_cluster,0,0
Kosakonia,Meat/Poultry,vanA_YXcluster,0,0
Kosakonia,Meat/Poultry,vanA_cluster,0,0
Kosakonia,Meat/Poultry,vanB_YXcluster,0,0
Kosakonia,Meat/Poultry,vanB_cluster,0,0
Kosakonia,Meat/Poultry,vanRSPt_cluster,0,0
Kosakonia,Meat/Poultry,vanGZ_cluster,0,0
Kosakonia,Meat/Poultry,vanG_cluster,0,0
Kosakonia,Dairy,vanA_YXcluster,0,0
Kosakonia,Dairy,vanA_cluster,0,0
Kosakonia,Dairy,vanB_YXcluster,0,0
Kosakonia,Dairy,vanB_cluster,0,0
Kosakonia,Dairy,vanRSPt_cluster,0,0
Kosakonia,Dairy,vanGZ_cluster,0,0
Kosakonia,Dairy,vanG_cluster,0,0
Kosakonia,Fruit/Vegetables,vanA_YXcluster,0,0
Kosakonia,Fruit/Vegetables,vanA_cluster,0,0
Kosakonia,Fruit/Vegetables,vanB_YXcluster,0,0
Kosakonia,Fruit/Vegetables,vanB_cluster,0,0
Kosakonia,Fruit/Vegetables,vanRSPt_cluster,0,0
Kosakonia,Fruit/Vegetables,vanGZ_cluster,0,0
Kosakonia,Fruit/Vegetables,vanG_cluster,0,0
Kosakonia,Clinical,vanA_YXcluster,0,0
Kosakonia,Clinical,vanA_cluster,0,0
Kosakonia,Clinical,vanB_YXcluster,0,0
Kosakonia,Clinical,vanB_cluster,0,0
Kosakonia,Clinical,vanRSPt_cluster,0,0
Kosakonia,Clinical,vanGZ_cluster,0,0
Kosakonia,Clinical,vanG_cluster,0,0
Listeria,Animal feed,vanA_YXcluster,362,0
Listeria,Animal feed,vanA_cluster,362,0
Listeria,Animal feed,vanB_YXcluster,362,0
Listeria,Animal feed,vanB_cluster,362,0
Listeria,Animal feed,vanRSPt_cluster,362,0
Listeria,Animal feed,vanGZ_cluster,362,0
Listeria,Animal feed,vanG_cluster,362,0
Listeria,Raw pet food,vanA_YXcluster,7,0
Listeria,Raw pet food,vanA_cluster,7,0
Listeria,Raw pet food,vanB_YXcluster,7,0
Listeria,Raw pet food,vanB_cluster,7,0
Listeria,Raw pet food,vanRSPt_cluster,7,0
Listeria,Raw pet food,vanGZ_cluster,7,0
Listeria,Raw pet food,vanG_cluster,7,0
Listeria,Pet food,vanA_YXcluster,3,0
Listeria,Pet food,vanA_cluster,3,0
Listeria,Pet food,vanB_YXcluster,3,0
Listeria,Pet food,vanB_cluster,3,0
Listeria,Pet food,vanRSPt_cluster,3,0
Listeria,Pet food,vanGZ_cluster,3,0
Listeria,Pet food,vanG_cluster,3,0
Listeria,Egg,vanA_YXcluster,13,0
Listeria,Egg,vanA_cluster,13,0
Listeria,Egg,vanB_YXcluster,13,0
Listeria,Egg,vanB_cluster,13,0
Listeria,Egg,vanRSPt_cluster,13,0
Listeria,Egg,vanGZ_cluster,13,0
Listeria,Egg,vanG_cluster,13,0
Listeria,Fish/Seafood,vanA_YXcluster,933,0
Listeria,Fish/Seafood,vanA_cluster,933,0
Listeria,Fish/Seafood,vanB_YXcluster,933,0
Listeria,Fish/Seafood,vanB_cluster,933,0
Listeria,Fish/Seafood,vanRSPt_cluster,933,0
Listeria,Fish/Seafood,vanGZ_cluster,933,0
Listeria,Fish/Seafood,vanG_cluster,933,0
Listeria,Multi-product,vanA_YXcluster,9783,0
Listeria,Multi-product,vanA_cluster,9783,0
Listeria,Multi-product,vanB_YXcluster,9783,0
Listeria,Multi-product,vanB_cluster,9783,0
Listeria,Multi-product,vanRSPt_cluster,9783,0
Listeria,Multi-product,vanGZ_cluster,9783,0
Listeria,Multi-product,vanG_cluster,9783,0
Listeria,Meat/Poultry,vanA_YXcluster,2303,0
Listeria,Meat/Poultry,vanA_cluster,2303,0
Listeria,Meat/Poultry,vanB_YXcluster,2303,0
Listeria,Meat/Poultry,vanB_cluster,2303,0
Listeria,Meat/Poultry,vanRSPt_cluster,2303,0
Listeria,Meat/Poultry,vanGZ_cluster,2303,0
Listeria,Meat/Poultry,vanG_cluster,2303,0
Listeria,Dairy,vanA_YXcluster,1488,0
Listeria,Dairy,vanA_cluster,1488,0
Listeria,Dairy,vanB_YXcluster,1488,0
Listeria,Dairy,vanB_cluster,1488,0
Listeria,Dairy,vanRSPt_cluster,1488,0
Listeria,Dairy,vanGZ_cluster,1488,0
Listeria,Dairy,vanG_cluster,1488,0
Listeria,Fruit/Vegetables,vanA_YXcluster,2090,0
Listeria,Fruit/Vegetables,vanA_cluster,2090,0
Listeria,Fruit/Vegetables,vanB_YXcluster,2090,0
Listeria,Fruit/Vegetables,vanB_cluster,2090,0
Listeria,Fruit/Vegetables,vanRSPt_cluster,2090,0
Listeria,Fruit/Vegetables,vanGZ_cluster,2090,0
Listeria,Fruit/Vegetables,vanG_cluster,2090,0
Listeria,Clinical,vanA_YXcluster,10218,0
Listeria,Clinical,vanA_cluster,10218,0
Listeria,Clinical,vanB_YXcluster,10218,0
Listeria,Clinical,vanB_cluster,10218,0
Listeria,Clinical,vanRSPt_cluster,10218,0
Listeria,Clinical,vanGZ_cluster,10218,0
Listeria,Clinical,vanG_cluster,10218,0
Morganella,Animal feed,vanA_YXcluster,0,0
Morganella,Animal feed,vanA_cluster,0,0
Morganella,Animal feed,vanB_YXcluster,0,0
Morganella,Animal feed,vanB_cluster,0,0
Morganella,Animal feed,vanRSPt_cluster,0,0
Morganella,Animal feed,vanGZ_cluster,0,0
Morganella,Animal feed,vanG_cluster,0,0
Morganella,Raw pet food,vanA_YXcluster,0,0
Morganella,Raw pet food,vanA_cluster,0,0
Morganella,Raw pet food,vanB_YXcluster,0,0
Morganella,Raw pet food,vanB_cluster,0,0
Morganella,Raw pet food,vanRSPt_cluster,0,0
Morganella,Raw pet food,vanGZ_cluster,0,0
Morganella,Raw pet food,vanG_cluster,0,0
Morganella,Pet food,vanA_YXcluster,0,0
Morganella,Pet food,vanA_cluster,0,0
Morganella,Pet food,vanB_YXcluster,0,0
Morganella,Pet food,vanB_cluster,0,0
Morganella,Pet food,vanRSPt_cluster,0,0
Morganella,Pet food,vanGZ_cluster,0,0
Morganella,Pet food,vanG_cluster,0,0
Morganella,Egg,vanA_YXcluster,0,0
Morganella,Egg,vanA_cluster,0,0
Morganella,Egg,vanB_YXcluster,0,0
Morganella,Egg,vanB_cluster,0,0
Morganella,Egg,vanRSPt_cluster,0,0
Morganella,Egg,vanGZ_cluster,0,0
Morganella,Egg,vanG_cluster,0,0
Morganella,Fish/Seafood,vanA_YXcluster,0,0
Morganella,Fish/Seafood,vanA_cluster,0,0
Morganella,Fish/Seafood,vanB_YXcluster,0,0
Morganella,Fish/Seafood,vanB_cluster,0,0
Morganella,Fish/Seafood,vanRSPt_cluster,0,0
Morganella,Fish/Seafood,vanGZ_cluster,0,0
Morganella,Fish/Seafood,vanG_cluster,0,0
Morganella,Multi-product,vanA_YXcluster,2,0
Morganella,Multi-product,vanA_cluster,2,0
Morganella,Multi-product,vanB_YXcluster,2,0
Morganella,Multi-product,vanB_cluster,2,0
Morganella,Multi-product,vanRSPt_cluster,2,0
Morganella,Multi-product,vanGZ_cluster,2,0
Morganella,Multi-product,vanG_cluster,2,0
Morganella,Meat/Poultry,vanA_YXcluster,0,0
Morganella,Meat/Poultry,vanA_cluster,0,0
Morganella,Meat/Poultry,vanB_YXcluster,0,0
Morganella,Meat/Poultry,vanB_cluster,0,0
Morganella,Meat/Poultry,vanRSPt_cluster,0,0
Morganella,Meat/Poultry,vanGZ_cluster,0,0
Morganella,Meat/Poultry,vanG_cluster,0,0
Morganella,Dairy,vanA_YXcluster,11,0
Morganella,Dairy,vanA_cluster,11,0
Morganella,Dairy,vanB_YXcluster,11,0
Morganella,Dairy,vanB_cluster,11,0
Morganella,Dairy,vanRSPt_cluster,11,0
Morganella,Dairy,vanGZ_cluster,11,0
Morganella,Dairy,vanG_cluster,11,0
Morganella,Fruit/Vegetables,vanA_YXcluster,4,0
Morganella,Fruit/Vegetables,vanA_cluster,4,0
Morganella,Fruit/Vegetables,vanB_YXcluster,4,0
Morganella,Fruit/Vegetables,vanB_cluster,4,0
Morganella,Fruit/Vegetables,vanRSPt_cluster,4,0
Morganella,Fruit/Vegetables,vanGZ_cluster,4,0
Morganella,Fruit/Vegetables,vanG_cluster,4,0
Morganella,Clinical,vanA_YXcluster,359,0
Morganella,Clinical,vanA_cluster,359,0
Morganella,Clinical,vanB_YXcluster,359,0
Morganella,Clinical,vanB_cluster,359,0
Morganella,Clinical,vanRSPt_cluster,359,0
Morganella,Clinical,vanGZ_cluster,359,0
Morganella,Clinical,vanG_cluster,359,0
Providencia,Animal feed,vanA_YXcluster,0,0
Providencia,Animal feed,vanA_cluster,0,0
Providencia,Animal feed,vanB_YXcluster,0,0
Providencia,Animal feed,vanB_cluster,0,0
Providencia,Animal feed,vanRSPt_cluster,0,0
Providencia,Animal feed,vanGZ_cluster,0,0
Providencia,Animal feed,vanG_cluster,0,0
Providencia,Raw pet food,vanA_YXcluster,0,0
Providencia,Raw pet food,vanA_cluster,0,0
Providencia,Raw pet food,vanB_YXcluster,0,0
Providencia,Raw pet food,vanB_cluster,0,0
Providencia,Raw pet food,vanRSPt_cluster,0,0
Providencia,Raw pet food,vanGZ_cluster,0,0
Providencia,Raw pet food,vanG_cluster,0,0
Providencia,Pet food,vanA_YXcluster,0,0
Providencia,Pet food,vanA_cluster,0,0
Providencia,Pet food,vanB_YXcluster,0,0
Providencia,Pet food,vanB_cluster,0,0
Providencia,Pet food,vanRSPt_cluster,0,0
Providencia,Pet food,vanGZ_cluster,0,0
Providencia,Pet food,vanG_cluster,0,0
Providencia,Egg,vanA_YXcluster,0,0
Providencia,Egg,vanA_cluster,0,0
Providencia,Egg,vanB_YXcluster,0,0
Providencia,Egg,vanB_cluster,0,0
Providencia,Egg,vanRSPt_cluster,0,0
Providencia,Egg,vanGZ_cluster,0,0
Providencia,Egg,vanG_cluster,0,0
Providencia,Fish/Seafood,vanA_YXcluster,0,0
Providencia,Fish/Seafood,vanA_cluster,0,0
Providencia,Fish/Seafood,vanB_YXcluster,0,0
Providencia,Fish/Seafood,vanB_cluster,0,0
Providencia,Fish/Seafood,vanRSPt_cluster,0,0
Providencia,Fish/Seafood,vanGZ_cluster,0,0
Providencia,Fish/Seafood,vanG_cluster,0,0
Providencia,Multi-product,vanA_YXcluster,0,0
Providencia,Multi-product,vanA_cluster,0,0
Providencia,Multi-product,vanB_YXcluster,0,0
Providencia,Multi-product,vanB_cluster,0,0
Providencia,Multi-product,vanRSPt_cluster,0,0
Providencia,Multi-product,vanGZ_cluster,0,0
Providencia,Multi-product,vanG_cluster,0,0
Providencia,Meat/Poultry,vanA_YXcluster,0,0
Providencia,Meat/Poultry,vanA_cluster,0,0
Providencia,Meat/Poultry,vanB_YXcluster,0,0
Providencia,Meat/Poultry,vanB_cluster,0,0
Providencia,Meat/Poultry,vanRSPt_cluster,0,0
Providencia,Meat/Poultry,vanGZ_cluster,0,0
Providencia,Meat/Poultry,vanG_cluster,0,0
Providencia,Dairy,vanA_YXcluster,1,0
Providencia,Dairy,vanA_cluster,1,0
Providencia,Dairy,vanB_YXcluster,1,0
Providencia,Dairy,vanB_cluster,1,0
Providencia,Dairy,vanRSPt_cluster,1,0
Providencia,Dairy,vanGZ_cluster,1,0
Providencia,Dairy,vanG_cluster,1,0
Providencia,Fruit/Vegetables,vanA_YXcluster,7,0
Providencia,Fruit/Vegetables,vanA_cluster,7,0
Providencia,Fruit/Vegetables,vanB_YXcluster,7,0
Providencia,Fruit/Vegetables,vanB_cluster,7,0
Providencia,Fruit/Vegetables,vanRSPt_cluster,7,0
Providencia,Fruit/Vegetables,vanGZ_cluster,7,0
Providencia,Fruit/Vegetables,vanG_cluster,7,0
Providencia,Clinical,vanA_YXcluster,490,0
Providencia,Clinical,vanA_cluster,490,0
Providencia,Clinical,vanB_YXcluster,490,0
Providencia,Clinical,vanB_cluster,490,0
Providencia,Clinical,vanRSPt_cluster,490,0
Providencia,Clinical,vanGZ_cluster,490,0
Providencia,Clinical,vanG_cluster,490,0
Pseudomonas,Animal feed,vanA_YXcluster,0,0
Pseudomonas,Animal feed,vanA_cluster,0,0
Pseudomonas,Animal feed,vanB_YXcluster,0,0
Pseudomonas,Animal feed,vanB_cluster,0,0
Pseudomonas,Animal feed,vanRSPt_cluster,0,0
Pseudomonas,Animal feed,vanGZ_cluster,0,0
Pseudomonas,Animal feed,vanG_cluster,0,0
Pseudomonas,Raw pet food,vanA_YXcluster,0,0
Pseudomonas,Raw pet food,vanA_cluster,0,0
Pseudomonas,Raw pet food,vanB_YXcluster,0,0
Pseudomonas,Raw pet food,vanB_cluster,0,0
Pseudomonas,Raw pet food,vanRSPt_cluster,0,0
Pseudomonas,Raw pet food,vanGZ_cluster,0,0
Pseudomonas,Raw pet food,vanG_cluster,0,0
Pseudomonas,Pet food,vanA_YXcluster,0,0
Pseudomonas,Pet food,vanA_cluster,0,0
Pseudomonas,Pet food,vanB_YXcluster,0,0
Pseudomonas,Pet food,vanB_cluster,0,0
Pseudomonas,Pet food,vanRSPt_cluster,0,0
Pseudomonas,Pet food,vanGZ_cluster,0,0
Pseudomonas,Pet food,vanG_cluster,0,0
Pseudomonas,Egg,vanA_YXcluster,4,0
Pseudomonas,Egg,vanA_cluster,4,0
Pseudomonas,Egg,vanB_YXcluster,4,0
Pseudomonas,Egg,vanB_cluster,4,0
Pseudomonas,Egg,vanRSPt_cluster,4,0
Pseudomonas,Egg,vanGZ_cluster,4,0
Pseudomonas,Egg,vanG_cluster,4,0
Pseudomonas,Fish/Seafood,vanA_YXcluster,13,0
Pseudomonas,Fish/Seafood,vanA_cluster,13,0
Pseudomonas,Fish/Seafood,vanB_YXcluster,13,0
Pseudomonas,Fish/Seafood,vanB_cluster,13,0
Pseudomonas,Fish/Seafood,vanRSPt_cluster,13,0
Pseudomonas,Fish/Seafood,vanGZ_cluster,13,0
Pseudomonas,Fish/Seafood,vanG_cluster,13,0
Pseudomonas,Multi-product,vanA_YXcluster,7,0
Pseudomonas,Multi-product,vanA_cluster,7,0
Pseudomonas,Multi-product,vanB_YXcluster,7,0
Pseudomonas,Multi-product,vanB_cluster,7,0
Pseudomonas,Multi-product,vanRSPt_cluster,7,0
Pseudomonas,Multi-product,vanGZ_cluster,7,0
Pseudomonas,Multi-product,vanG_cluster,7,0
Pseudomonas,Meat/Poultry,vanA_YXcluster,111,0
Pseudomonas,Meat/Poultry,vanA_cluster,111,0
Pseudomonas,Meat/Poultry,vanB_YXcluster,111,0
Pseudomonas,Meat/Poultry,vanB_cluster,111,0
Pseudomonas,Meat/Poultry,vanRSPt_cluster,111,0
Pseudomonas,Meat/Poultry,vanGZ_cluster,111,0
Pseudomonas,Meat/Poultry,vanG_cluster,111,0
Pseudomonas,Dairy,vanA_YXcluster,6,0
Pseudomonas,Dairy,vanA_cluster,6,0
Pseudomonas,Dairy,vanB_YXcluster,6,0
Pseudomonas,Dairy,vanB_cluster,6,0
Pseudomonas,Dairy,vanRSPt_cluster,6,0
Pseudomonas,Dairy,vanGZ_cluster,6,0
Pseudomonas,Dairy,vanG_cluster,6,0
Pseudomonas,Fruit/Vegetables,vanA_YXcluster,35,0
Pseudomonas,Fruit/Vegetables,vanA_cluster,35,0
Pseudomonas,Fruit/Vegetables,vanB_YXcluster,35,0
Pseudomonas,Fruit/Vegetables,vanB_cluster,35,0
Pseudomonas,Fruit/Vegetables,vanRSPt_cluster,35,0
Pseudomonas,Fruit/Vegetables,vanGZ_cluster,35,0
Pseudomonas,Fruit/Vegetables,vanG_cluster,35,0
Pseudomonas,Clinical,vanA_YXcluster,20547,0
Pseudomonas,Clinical,vanA_cluster,20547,0
Pseudomonas,Clinical,vanB_YXcluster,20547,0
Pseudomonas,Clinical,vanB_cluster,20547,0
Pseudomonas,Clinical,vanRSPt_cluster,20547,0
Pseudomonas,Clinical,vanGZ_cluster,20547,0
Pseudomonas,Clinical,vanG_cluster,20547,0
Salmonella,Animal feed,vanA_YXcluster,1981,0
Salmonella,Animal feed,vanA_cluster,1981,0
Salmonella,Animal feed,vanB_YXcluster,1981,0
Salmonella,Animal feed,vanB_cluster,1981,0
Salmonella,Animal feed,vanRSPt_cluster,1981,0
Salmonella,Animal feed,vanGZ_cluster,1981,0
Salmonella,Animal feed,vanG_cluster,1981,0
Salmonella,Raw pet food,vanA_YXcluster,28,0
Salmonella,Raw pet food,vanA_cluster,28,0
Salmonella,Raw pet food,vanB_YXcluster,28,0
Salmonella,Raw pet food,vanB_cluster,28,0
Salmonella,Raw pet food,vanRSPt_cluster,28,0
Salmonella,Raw pet food,vanGZ_cluster,28,0
Salmonella,Raw pet food,vanG_cluster,28,0
Salmonella,Pet food,vanA_YXcluster,23,0
Salmonella,Pet food,vanA_cluster,23,0
Salmonella,Pet food,vanB_YXcluster,23,0
Salmonella,Pet food,vanB_cluster,23,0
Salmonella,Pet food,vanRSPt_cluster,23,0
Salmonella,Pet food,vanGZ_cluster,23,0
Salmonella,Pet food,vanG_cluster,23,0
Salmonella,Egg,vanA_YXcluster,622,0
Salmonella,Egg,vanA_cluster,622,0
Salmonella,Egg,vanB_YXcluster,622,0
Salmonella,Egg,vanB_cluster,622,0
Salmonella,Egg,vanRSPt_cluster,622,0
Salmonella,Egg,vanGZ_cluster,622,0
Salmonella,Egg,vanG_cluster,622,0
Salmonella,Fish/Seafood,vanA_YXcluster,2247,0
Salmonella,Fish/Seafood,vanA_cluster,2247,0
Salmonella,Fish/Seafood,vanB_YXcluster,2247,0
Salmonella,Fish/Seafood,vanB_cluster,2247,0
Salmonella,Fish/Seafood,vanRSPt_cluster,2247,0
Salmonella,Fish/Seafood,vanGZ_cluster,2247,0
Salmonella,Fish/Seafood,vanG_cluster,2247,0
Salmonella,Multi-product,vanA_YXcluster,13375,0
Salmonella,Multi-product,vanA_cluster,13375,0
Salmonella,Multi-product,vanB_YXcluster,13375,0
Salmonella,Multi-product,vanB_cluster,13375,0
Salmonella,Multi-product,vanRSPt_cluster,13375,0
Salmonella,Multi-product,vanGZ_cluster,13375,0
Salmonella,Multi-product,vanG_cluster,13375,0
Salmonella,Meat/Poultry,vanA_YXcluster,48436,0
Salmonella,Meat/Poultry,vanA_cluster,48436,0
Salmonella,Meat/Poultry,vanB_YXcluster,48436,0
Salmonella,Meat/Poultry,vanB_cluster,48436,0
Salmonella,Meat/Poultry,vanRSPt_cluster,48436,0
Salmonella,Meat/Poultry,vanGZ_cluster,48436,0
Salmonella,Meat/Poultry,vanG_cluster,48436,0
Salmonella,Dairy,vanA_YXcluster,622,0
Salmonella,Dairy,vanA_cluster,622,0
Salmonella,Dairy,vanB_YXcluster,622,0
Salmonella,Dairy,vanB_cluster,622,0
Salmonella,Dairy,vanRSPt_cluster,622,0
Salmonella,Dairy,vanGZ_cluster,622,0
Salmonella,Dairy,vanG_cluster,622,0
Salmonella,Fruit/Vegetables,vanA_YXcluster,2933,0
Salmonella,Fruit/Vegetables,vanA_cluster,2933,0
Salmonella,Fruit/Vegetables,vanB_YXcluster,2933,0
Salmonella,Fruit/Vegetables,vanB_cluster,2933,0
Salmonella,Fruit/Vegetables,vanRSPt_cluster,2933,0
